Actual,Forecast
62395.0,62349.473
62711.0,62589.76
62591.0,61084.117
60176.0,59231.65
56200.0,55770.926
51335.0,52053.77
48958.00000000001,47839.625
46923.0,46927.09
46074.0,45817.05
46508.0,46209.742
48031.00000000001,47754.805
51795.0,51887.438
59597.00000000001,58333.176
64334.0,65442.473
66998.0,66930.52
67601.0,67998.41
68516.0,69089.05
68933.0,69319.16
68429.0,68872.32
67887.0,67893.86
66683.0,67218.11
65342.0,66172.016
64300.0,65488.54
64151.0,65372.402
64226.0,65321.914
64577.99999999999,63966.02
64139.0,62513.61
60996.0,60275.297
57217.00000000001,56298.61
52571.0,52988.14
49586.0,48995.19
47861.99999999999,47525.1
46881.0,47000.54
47827.99999999999,47018.074
49406.0,49762.504
53086.99999999999,53792.65
60031.0,59813.902
64552.99999999999,65644.805
67086.0,67080.46
67177.0,68168.1
68327.0,68551.83
69087.0,69049.71
68589.0,69009.555
67704.0,67883.69
66713.0,66884.7
65474.0,66246.35
64040.0,65474.41
63727.0,64396.16
63511.99999999999,64462.33
63502.99999999999,63302.484
62951.0,61759.902
60536.0,59646.766
57116.0,56311.2
53248.0,53045.93
49947.0,49801.043
48422.0,47645.535
47460.0,47524.957
47932.0,47414.586
49574.99999999999,49345.39
52528.0,53435.703
59540.00000000001,58230.81
64431.0,65205.492
66444.0,67141.3
65941.0,67432.984
67192.0,67405.84
69354.0,68296.68
68266.0,69345.58
66954.0,67250.836
65285.0,65899.12
64781.00000000001,64865.73
63441.0,65497.215
63374.0,64155.8
63267.0,64122.195
63181.0,63039.547
62991.00000000001,61445.44
60598.99999999999,59673.336
57170.0,56198.535
52724.0,53020.81
49766.0,49187.434
48400.00000000001,47651.562
47716.0,47580.484
48199.0,47986.832
49646.00000000001,49715.875
52669.0,53619.9
59374.00000000001,58709.543
64428.00000000001,64978.074
67442.0,67078.11
67449.0,68331.25
68335.0,68528.79
68763.0,69054.25
67411.0,68740.39
66180.0,66606.71
64907.0,65426.277
63736.0,64692.914
62778.0,64251.7
62366.0,63773.05
62161.0,63234.973
61680.0,62021.51
60990.0,60083.695
58568.0,58022.32
55669.0,54567.785
52206.00000000001,51819.0
48828.00000000001,48866.18
46631.99999999999,46615.977
45338.0,45302.613
45208.0,44658.9
45177.0,45430.117
45428.0,45866.777
46854.0,47112.92
49873.0,49978.305
53549.0,53570.977
56571.99999999999,56428.594
57653.99999999999,58147.8
57612.0,57924.465
57498.0,57190.516
55717.0,56902.97
53558.0,54240.305
53140.0,52254.297
52749.0,53852.68
53279.0,53872.688
54873.00000000001,54330.29
54895.0,55241.973
54518.00000000001,53539.574
52860.0,52266.914
51198.99999999999,49703.703
47285.0,47980.707
44343.0,44008.996
42491.0,42362.03
41297.0,41152.844
41270.0,40827.406
41595.0,41434.87
41496.0,42315.19
41168.0,42461.793
42681.0,42646.598
46088.0,45776.547
49141.0,49477.46
51353.0,51327.37
53355.99999999999,52327.562
52872.0,53751.773
51122.0,52001.47
49152.0,49726.24
48193.0,48196.562
48139.99999999999,48784.656
49326.0,49700.973
50939.0,51108.457
51623.00000000001,51714.652
52149.00000000001,50978.242
51529.0,50716.004
50933.0,49022.582
47588.0,48014.56
44953.0,44323.027
43756.0,42936.46
42997.0,42743.11
43217.0,43342.094
45172.0,44673.44
49517.99999999999,49399.07
57302.99999999999,56853.1
63007.0,64107.234
65559.0,66557.555
66378.0,67419.16
66151.0,68502.7
66404.0,67946.91
65427.0,67167.375
64978.0,65443.33
63650.0,64573.27
62602.0,63164.4
61033.99999999999,62810.67
61079.0,61678.8
61795.00000000001,62319.438
62773.0,62028.844
62523.0,61036.746
60257.0,58871.266
56485.0,55755.746
52733.0,52187.74
49227.0,49255.543
47801.00000000001,46790.035
47353.0,47024.457
47984.0,47715.266
49538.0,49775.1
53404.00000000001,53659.074
60265.0,59964.258
65506.0,65610.14
67906.0,67752.27
68176.0,68730.77
67415.0,69287.38
67530.0,68270.36
67533.0,67730.26
66374.0,67241.586
64798.0,65588.45
63793.0,64224.496
62369.00000000001,64328.516
62661.0,63323.77
63607.0,63807.83
63433.0,63343.973
63347.99999999999,61006.418
61358.0,59598.895
57227.99999999999,56609.3
52657.00000000001,52891.273
49410.0,49245.316
47451.0,47241.03
47095.00000000001,46477.32
47150.0,47472.355
48695.0,48211.945
52588.0,52471.19
59488.0,59076.438
64682.0,65047.234
67256.0,67141.55
67519.0,68228.36
68565.0,68689.11
68638.0,69257.27
67190.0,68554.95
65942.0,66430.88
64617.00000000001,65285.688
63074.0,64503.906
61612.0,63667.047
61200.0,62798.89
61382.0,62617.62
62099.0,61660.242
61962.0,60503.0
60254.0,58346.438
56318.99999999999,55622.426
51984.0,51835.504
48564.00000000001,48581.805
46622.0,46293.965
45884.0,45719.17
46137.0,45962.95
47713.99999999999,47296.75
51344.0,51489.51
57495.0,57573.133
62390.0,63018.61
65342.0,65254.87
65674.0,66702.805
65604.0,66912.516
64994.0,66412.05
64547.0,65141.645
64714.0,64115.52
63071.0,64250.438
61639.99999999999,62245.824
60080.00000000001,61377.312
59518.0,60421.062
59106.0,60264.88
59594.0,58917.215
58907.00000000001,58220.1
56681.0,55794.16
52715.99999999999,52829.7
48073.0,48907.31
44272.0,45108.156
41890.0,42231.8
40730.0,40812.508
40410.0,40229.297
40164.0,40232.13
39772.0,40509.7
39029.0,41054.844
41432.0,40133.164
44857.0,44409.477
47113.00000000001,47424.3
48761.0,48272.902
50366.0,49052.785
49645.0,50455.73
48109.0,48487.016
46644.00000000001,46805.773
45131.0,46098.81
44099.0,45549.066
44739.0,45454.125
46096.0,46994.0
46692.0,47642.74
46868.0,46639.758
46790.0,45751.438
45107.0,44688.09
41320.0,42301.0
38498.0,38662.242
36753.0,36746.066
35692.0,35728.434
35485.0,35406.3
36311.0,35565.223
37734.0,37287.105
38895.0,40134.453
42167.0,42346.773
45889.0,46767.902
48811.0,49683.336
49480.0,51212.473
49923.0,50440.043
49645.0,50148.82
48419.99999999999,49130.2
47051.0,47303.637
45868.0,46096.945
44989.0,45755.375
46140.0,45815.945
47023.99999999999,48055.14
47210.0,47840.8
46505.00000000001,46800.19
45850.0,45272.688
43386.0,44038.47
40428.0,40776.715
37149.0,38181.61
34763.0,35208.902
33809.0,33704.38
33295.0,33431.316
33917.0,33183.797
34429.0,34518.195
34526.0,35540.48
36578.0,36226.754
40236.0,39839.414
42850.0,43609.027
43794.0,45039.27
44666.0,44651.59
43869.0,44921.637
42083.0,43191.535
40417.0,41031.246
39231.0,39909.21
38932.0,40047.83
39878.0,41051.914
41250.0,42502.715
42516.0,43104.777
43520.0,43219.83
43583.0,43015.836
41375.0,41767.676
38372.0,38798.35
35745.0,36077.668
34390.0,34007.113
33733.0,33638.504
33577.0,33290.01
34224.0,33234.508
34752.0,35907.58
35351.0,38231.5
37583.0,39039.29
40898.0,41360.81
43662.0,44276.934
45937.0,45985.453
48221.0,47223.895
47932.0,48774.0
46392.99999999999,47310.062
45143.0,45180.223
44730.0,44297.758
44900.0,44864.836
44032.0,45805.734
44706.0,44693.35
44731.0,46099.8
46823.0,45258.055
47480.0,46951.785
45917.0,45604.867
43274.0,43377.95
40355.0,40723.34
38812.0,38416.48
38110.0,37914.938
38259.0,38134.39
40006.0,39154.836
44430.0,43099.195
52952.0,51168.848
59646.99999999999,60346.95
63472.0,63954.758
64732.99999999999,65618.03
65955.0,67087.62
67207.0,67887.305
67193.0,67971.18
67206.0,67159.63
65756.0,66554.34
64490.0,64748.004
63600.0,63677.207
62203.0,63583.934
62754.00000000001,62555.73
62070.0,63119.844
60587.0,60703.133
58459.0,57870.707
54244.0,54811.625
49875.0,50290.15
46814.0,46645.297
45179.0,44508.395
44215.0,44460.49
44778.0,44393.586
45879.0,46017.66
49221.0,49355.32
55420.0,56188.844
61443.0,61902.26
63877.00000000001,64767.934
64479.0,65519.71
66053.0,66075.016
66709.0,67149.48
66029.0,66806.63
65668.0,65352.938
64643.99999999999,64857.996
63413.99999999999,63770.66
61757.0,62749.51
61295.99999999999,61339.637
61891.0,61394.79
62081.0,61512.875
60826.0,60083.52
59584.0,57457.996
55049.0,55712.156
50892.0,50764.39
47672.0,47764.97
45412.0,45171.75
43747.0,44382.17
43769.0,43061.383
45554.0,44298.574
49353.0,48880.027
56128.00000000001,55626.223
61657.0,62405.78
64946.99999999999,65073.207
65820.0,66536.11
66445.0,67326.164
67547.0,67555.53
67238.0,67819.02
65556.0,66760.59
64287.00000000001,64556.188
63463.0,63790.4
62644.0,63923.85
62516.0,63487.395
61547.0,63104.184
61340.0,60904.844
60072.0,59825.83
59206.0,57008.53
55704.0,55230.824
51336.00000000001,51111.254
48756.0,47886.4
46016.0,46374.676
44616.0,44768.965
44841.0,44217.934
46326.0,45584.613
49615.99999999999,49046.477
56369.0,54769.53
61896.0,62507.3
65351.0,65338.71
66807.0,66725.98
68160.0,67919.016
69037.0,68713.53
67592.0,68855.46
65010.0,66947.19
63521.0,63934.12
61711.0,62853.83
60433.00000000001,61483.383
60898.0,61016.824
60701.0,62106.438
60926.0,60499.207
58899.0,59440.89
56585.0,55999.027
53313.00000000001,53533.414
49384.00000000001,49855.46
45365.0,46417.355
43260.0,43057.215
42115.0,42372.215
42064.0,41728.703
42425.0,42349.28
42488.0,43335.926
42914.0,44169.426
46503.0,45241.426
50148.0,50549.285
52690.0,52983.676
54913.0,54074.996
55467.0,55515.06
54947.99999999999,55094.844
53309.0,53845.562
51298.99999999999,51685.37
50934.0,49909.57
50554.0,51320.055
51611.0,51298.656
52678.0,52637.266
51899.0,52621.973
50936.0,50478.44
49766.0,49333.367
47666.0,47676.49
43590.0,45064.473
41191.0,40785.3
39474.0,39492.207
38170.0,38338.43
37997.0,37728.996
38242.0,38037.89
38328.0,39480.508
38721.0,41209.24
40817.0,41915.45
43683.0,44386.477
46767.00000000001,46909.785
48593.0,49385.45
50597.0,49857.312
50914.0,51113.816
49299.0,50353.746
48180.0,47883.43
46781.0,47494.938
45878.0,46665.688
46715.0,46819.53
48449.0,48552.516
49344.99999999999,49748.562
49553.0,49006.473
50416.0,48249.445
49385.0,48528.516
46178.0,46334.57
43769.0,43127.164
42294.0,41649.684
42197.0,41410.734
43048.0,42927.273
44545.0,44874.36
48618.0,47515.0
56322.0,54551.81
61957.0,63202.125
64572.0,65818.625
64949.0,66407.76
66040.0,67084.33
67473.0,67550.016
67886.0,67875.62
67227.0,67502.914
65950.0,66361.3
65394.0,64983.105
63819.0,64957.32
63388.0,63435.742
63575.0,63299.883
63262.00000000001,63043.1
61352.99999999999,61423.4
59395.0,58348.84
56074.0,56182.67
51715.0,52445.63
48310.0,48470.805
46774.0,45908.297
45969.0,45852.33
46501.0,46042.008
48191.0,47781.293
51047.0,51915.16
57384.99999999999,57077.14
62624.00000000001,63529.758
65169.0,65903.5
65333.0,66564.766
65607.0,66794.99
65904.0,66746.87
65871.0,66116.29
64911.00000000001,65420.945
62969.99999999999,64145.906
61840.0,62273.68
60027.0,62365.07
59327.0,60867.508
58847.0,60339.78
58780.0,58960.727
57210.00000000001,57583.957
55879.0,54340.18
52277.0,52391.145
48529.0,48327.0
45045.0,45727.113
42773.0,42961.535
40989.0,41921.227
40708.0,40004.676
40730.0,40768.336
40033.0,42093.65
38611.0,41540.793
40392.0,39252.4
44289.0,42943.96
47231.0,47135.637
49327.00000000001,48792.312
50843.0,49736.633
49428.0,50790.168
47221.99999999999,48027.68
45680.0,45669.42
45618.0,45100.805
45012.0,46769.418
45552.0,46010.066
46752.0,47020.098
47995.0,47954.176
47984.99999999999,48280.67
47861.0,46843.85
47283.0,46205.58
43566.0,44946.37
41007.0,40854.914
39841.0,39280.863
39803.0,38898.14
40439.0,40320.6
42587.0,41783.938
46979.0,46240.375
55297.0,53702.23
61404.0,62049.95
64073.0,65148.934
65010.0,66113.55
65756.0,67470.586
66664.0,67829.94
66149.0,67454.516
65493.0,66085.57
64654.0,64861.39
64440.0,63999.85
63433.0,64399.39
63377.0,63497.13
63194.0,63342.004
62345.99999999999,62226.285
60181.99999999999,60080.355
58810.99999999999,56922.605
55559.0,55128.39
51544.99999999999,51358.85
47971.0,48225.184
46244.99999999999,45518.445
45147.0,45452.246
45288.0,45067.117
46834.99999999999,46360.31
50066.99999999999,50689.207
57366.99999999999,56563.4
62177.0,63719.87
64659.99999999999,65378.71
66549.0,66150.234
67276.0,68070.06
67585.0,68074.984
66380.0,67451.02
65178.0,65886.89
63602.0,64466.934
62862.99999999999,63027.457
61853.99999999999,63266.625
61855.0,62599.227
61329.0,62514.586
60616.99999999999,60770.953
58661.00000000001,58941.008
56810.99999999999,55874.227
54198.0,53562.426
50241.0,50503.05
46505.00000000001,47071.35
44206.0,44250.223
43047.0,43001.566
42586.0,42574.49
43451.0,42503.125
43390.0,45010.305
44545.0,45100.562
47394.99999999999,47601.168
51925.0,51131.242
54963.0,55158.65
57160.00000000001,56469.78
57516.0,57553.04
56915.99999999999,57079.65
55706.0,55922.87
54246.0,54402.984
53218.0,53126.637
52408.0,53016.914
52856.0,52905.977
53294.0,53928.746
52521.0,53472.42
50652.0,51399.355
49982.0,48911.195
48706.99999999999,48010.7
45786.0,45818.63
42640.0,42940.43
40691.0,40363.36
39822.0,39466.312
39619.0,39500.445
39438.0,39849.945
39168.0,39781.21
38765.0,40074.527
40821.0,40334.26
44131.0,44184.285
47162.0,47366.65
50054.0,49366.773
52364.99999999999,51363.223
52425.0,52844.16
50000.99999999999,51734.664
47914.0,48215.195
47474.99999999999,46872.04
47754.0,48182.203
49082.0,49350.996
50123.99999999999,50665.637
50392.0,50567.266
50296.0,49903.36
51197.00000000001,49200.53
51027.0,49384.27
47669.0,47984.332
44759.0,44378.2
43156.0,42461.74
43109.0,41944.97
43958.0,43759.617
45963.0,46069.652
50415.0,50392.8
57589.0,58073.37
63259.0,64537.797
66102.0,66941.65
66118.0,68033.52
68293.0,68384.11
70321.0,69781.47
69448.0,70548.51
68155.0,68867.96
66763.0,67331.0
66015.0,66133.24
64616.0,65884.34
64828.0,64725.0
64780.0,65382.8
64251.0,64430.69
62349.0,62452.652
60077.0,59426.43
56456.00000000001,56662.785
52687.0,52679.355
49848.0,49498.402
48176.0,47503.844
47415.0,47194.54
48365.0,47427.496
49838.0,50063.082
52929.99999999999,53447.832
59190.0,58950.566
63886.00000000001,64950.383
66242.0,66761.2
66592.0,67496.22
66805.0,67972.22
68502.0,67711.984
68086.0,68615.28
67432.0,67428.87
66106.0,66606.69
65014.0,65781.64
63361.0,65532.473
62887.0,64143.496
62281.0,63850.63
61962.0,62209.77
60962.0,60520.918
59300.0,57984.074
55746.0,55417.082
51827.0,51661.348
48512.0,48623.473
46506.0,46262.555
45843.0,45513.633
46565.0,45768.164
48576.0,47794.406
51611.0,51914.188
58059.0,56803.562
63508.00000000001,63623.76
66012.0,66305.44
66074.0,67034.93
67099.0,67193.32
68922.0,67945.63
68998.0,68810.16
68362.0,68066.65
67805.0,67233.195
67618.0,67165.38
65896.0,67517.02
65679.0,65553.03
65285.0,65606.27
65037.0,64521.234
62534.0,63004.766
60081.99999999999,59199.37
57256.0,56637.66
52524.0,53446.227
49448.0,49123.105
46823.0,47256.766
46359.00000000001,45407.402
46342.0,46666.773
47819.00000000001,47101.953
51400.0,51244.66
58087.00000000001,57963.43
63301.0,64447.785
66125.0,66472.4
66591.0,67532.66
67945.0,68080.72
68800.0,68866.31
67861.0,68816.18
67604.0,67162.57
66573.0,67073.36
65864.0,66350.914
63770.0,66280.43
63379.0,64196.72
63131.0,64338.773
62697.00000000001,63226.363
61522.0,61153.36
59757.0,58574.008
56543.0,55942.12
52246.0,52425.445
48180.99999999999,48795.805
46430.0,45757.47
46049.0,45525.07
46063.0,46361.39
48176.0,46923.406
51346.99999999999,52190.684
57507.0,57592.145
63923.0,63258.387
66330.0,66712.83
66452.0,67396.87
68363.0,67542.7
69022.0,69261.44
68142.0,68941.96
66523.0,67218.97
64343.0,65587.33
62597.0,63525.777
61969.99999999999,62576.484
61515.00000000001,63072.36
60554.0,62347.863
60468.99999999999,60070.133
58660.0,59234.89
57068.0,55907.5
54146.0,53824.598
50442.0,50284.2
46781.0,47341.98
44025.0,44436.68
42607.0,42728.53
42285.0,41936.184
42653.0,42331.895
42996.0,43612.867
43919.0,44737.344
47486.0,46689.85
51309.0,51593.58
53635.0,54314.438
55751.99999999999,55042.945
56675.0,56409.98
56106.0,56492.168
54351.0,54998.633
52218.0,52685.887
52234.0,50806.86
51542.99999999999,52936.55
51986.0,52163.684
52817.0,52841.254
52724.0,53027.797
51312.0,51724.406
50381.0,49278.79
49005.0,47943.773
46067.0,45849.582
42593.0,43074.617
40744.0,40277.836
39948.0,39610.4
39660.0,39680.67
39791.0,39905.332
39540.0,40433.484
39458.0,40621.93
41386.0,41472.734
44826.0,44846.395
47662.00000000001,48246.93
49270.00000000001,49866.52
50579.0,50194.164
50499.0,50917.555
48178.0,49974.938
46895.0,46512.96
46016.0,46402.926
45682.0,46472.855
46624.0,47122.0
48296.99999999999,48387.355
49241.0,49485.51
48774.0,49005.812
49120.0,47417.426
48890.0,47356.47
45284.0,46112.08
43262.0,42265.445
41948.0,41445.41
41257.0,40957.402
42080.0,41623.473
44263.0,43896.06
47962.0,48711.594
55753.0,54787.137
61270.0,62554.445
64280.00000000001,65130.37
64691.99999999999,66219.94
65852.0,66956.91
67354.0,67553.57
66603.0,67853.93
65450.0,66251.65
64087.0,64629.008
63075.00000000001,63338.87
61903.0,62940.01
61662.0,62375.004
61505.0,62551.89
61167.0,61509.625
59958.99999999999,59745.56
58305.0,57174.008
55382.99999999999,54661.445
50308.0,51365.043
47583.0,46850.89
45801.0,45582.46
45032.0,44809.656
45533.0,45274.52
47666.0,46794.547
50745.0,52091.316
57502.0,57002.64
62989.0,63337.38
65478.00000000001,65918.25
66200.0,66680.12
67475.0,67476.39
68844.0,68320.03
67367.0,68672.71
66347.0,66484.266
65096.0,65435.996
64479.0,64565.965
62873.0,64673.902
62424.0,63106.594
62511.0,62899.395
62406.0,62272.902
61172.0,60494.957
59170.0,57735.12
55997.0,55024.23
51726.0,51747.67
48608.0,48250.977
46549.99999999999,46391.133
45856.0,45537.72
46453.0,46046.1
48125.0,48035.81
51149.00000000001,52260.137
58060.0,57300.67
63308.0,63947.41
65788.0,66188.414
66201.0,66912.67
66975.0,67557.58
68663.0,67918.99
68306.0,68618.55
66994.0,67524.1
66268.0,65880.43
65541.0,65735.71
63997.0,65545.74
64149.0,63984.742
64183.99999999999,64603.848
63864.99999999999,63683.64
61774.0,61762.383
59980.0,58403.277
56407.99999999999,56268.527
52068.0,52305.344
49005.0,48828.145
47275.0,46709.977
46660.0,46357.582
47086.0,46830.848
48744.00000000001,48378.254
52016.0,52593.24
58858.0,58201.383
63574.00000000001,64711.117
66600.0,66460.02
67932.0,67770.93
68866.0,69110.336
69525.0,69387.2
68332.0,69285.14
67746.0,67643.86
66911.0,67097.75
66217.0,66668.87
65828.0,66579.67
65916.0,66553.08
65084.00000000001,66243.766
64473.0,64101.613
62471.0,62499.273
60780.0,59263.54
57418.0,57001.54
52981.0,53179.496
49508.99999999999,49616.855
47913.0,47174.133
46909.99999999999,47137.387
47368.00000000001,46934.344
48738.0,48740.656
51846.00000000001,52490.63
59021.0,58149.645
64368.0,65102.86
66840.0,67156.95
67050.0,67825.99
67531.0,68440.09
68460.0,68543.875
67882.0,68549.42
66597.0,67294.484
64343.0,65761.4
63230.00000000001,63631.21
62088.0,63802.41
61452.0,63242.758
60784.0,62361.285
60370.0,60683.63
58757.0,59216.676
56815.0,56149.65
54095.0,53515.43
49818.0,50406.3
45784.0,46709.562
43888.0,43658.02
42720.0,42936.05
42354.0,42266.4
42609.0,42264.086
42294.0,43261.684
43283.0,43318.793
46801.00000000001,45828.242
50640.0,50569.816
52771.00000000001,53386.07
54060.00000000001,53931.164
54789.00000000001,54372.336
54461.00000000001,54551.824
52949.0,53458.29
51357.0,51343.95
50346.99999999999,50229.152
49188.00000000001,50408.766
49489.0,49743.656
50491.00000000001,50783.562
50264.99999999999,51208.38
49032.0,49438.508
48365.0,47338.383
47297.0,46184.445
43907.0,44402.31
40825.0,41023.52
37939.0,38833.395
36358.0,36389.375
35985.0,35706.35
36707.0,35911.52
36404.0,37580.44
36541.0,36798.73
39214.0,38040.37
42867.0,42972.17
45364.0,46332.61
47264.0,47415.793
49563.0,48358.89
49895.0,50262.094
48041.0,49441.23
46241.0,46509.105
45970.0,45168.05
45791.0,46563.344
47129.00000000001,46983.074
48630.00000000001,48786.85
49590.99999999999,49372.625
49557.00000000001,49224.12
49059.0,48191.984
48627.0,47003.383
45028.0,45899.355
42019.0,41893.234
40291.0,39999.535
39945.0,39140.797
40490.0,40455.875
41991.0,42007.77
45595.0,45653.168
54849.99999999999,52938.883
60857.0,62611.4
63707.99999999999,64846.97
64674.00000000001,65493.375
66171.0,67183.14
67710.0,67992.01
67840.0,68096.336
67847.0,67549.61
66451.0,67082.51
65520.0,65380.51
64158.0,64666.062
64148.00000000001,63668.496
64001.0,64182.83
63053.0,63381.164
61509.0,61110.773
58774.0,58672.254
55578.99999999999,55204.523
50876.0,51890.83
47567.0,47403.176
45649.0,45357.992
44509.0,44520.785
45003.0,44478.734
46832.0,46031.145
50123.99999999999,50480.07
57611.00000000001,56537.914
63201.0,64062.902
66871.0,66322.34
67699.0,67877.82
68655.0,68978.95
70254.0,69506.9
69909.0,70177.59
68677.0,69262.555
67855.0,67674.12
66839.0,67217.14
65311.0,66759.93
65372.0,65634.2
64942.0,66196.34
64185.0,64640.15
61951.0,62288.33
60015.99999999999,58790.7
56523.0,56206.367
51380.0,52230.57
48081.00000000001,47988.293
46444.0,45907.457
45570.0,45708.684
45699.0,45857.4
47035.0,46586.066
50205.99999999999,50820.613
57763.0,56997.652
64320.0,64022.508
67356.0,66879.42
67936.0,67992.01
68644.0,68940.72
69777.0,69482.5
68346.0,69715.15
67151.0,67732.73
65840.0,66319.27
64434.0,65228.35
62352.0,64230.97
62792.0,62426.234
63153.0,63935.73
63030.0,63083.777
61143.0,60985.906
59108.0,57743.55
55858.0,55262.29
51287.0,51683.918
47640.99999999999,47889.547
46414.0,45348.555
45754.0,45715.953
45821.0,45982.664
47563.0,46715.242
50252.0,51452.777
57343.99999999999,56123.445
62628.0,63230.28
65560.0,65573.52
65902.0,66635.37
66043.0,67218.15
66476.0,67024.516
66192.0,66636.1
65353.0,65673.84
64108.0,64457.8
63124.0,63324.04
62247.99999999999,63001.64
62297.0,62558.36
62570.0,62614.598
62065.0,61835.29
60327.0,59789.008
58696.99999999999,56938.43
55789.0,54767.613
51146.0,51575.53
48113.00000000001,47722.47
45964.0,46004.57
44927.0,44904.605
45245.0,44844.36
46711.99999999999,46378.156
49768.0,50350.586
57174.0,55695.29
62293.0,63323.93
65065.0,65361.88
66062.0,66275.24
66838.0,67520.39
67282.0,67755.7
66634.0,67254.055
65369.0,66064.16
63228.0,64529.684
62295.0,62370.656
60909.00000000001,62655.17
60490.00000000001,61663.582
60376.00000000001,61287.527
60554.0,60261.152
58408.00000000001,59108.457
56111.99999999999,55307.21
53232.99999999999,52703.105
48579.0,49402.54
45501.0,45484.418
43161.0,43646.723
41423.0,42103.035
40880.0,40659.375
41320.0,40483.867
41053.0,42222.535
43172.0,41986.76
46903.0,46671.84
50919.00000000001,50931.32
53290.00000000001,53838.688
54013.99999999999,54732.242
54148.0,54406.93
53831.99999999999,53964.297
51753.0,53059.445
49961.0,49968.86
49301.0,48726.246
48276.0,49530.258
49173.99999999999,48890.938
50442.0,50588.332
50767.0,50954.53
49114.0,49859.64
47854.0,47110.484
46822.0,45746.51
43590.0,43974.273
40410.0,40722.71
38467.0,38408.734
37543.0,37348.37
37629.0,37251.25
37972.0,37999.29
37553.0,38682.09
37277.0,38214.293
39828.0,38785.75
42690.0,43441.746
45673.0,45617.777
47442.99999999999,47744.86
49648.00000000001,48323.61
50102.0,50175.42
48171.0,49599.285
46441.00000000001,46614.383
45505.0,45464.945
45514.0,45732.875
47601.0,46861.094
48519.0,49533.73
48795.0,48852.426
47925.99999999999,48237.88
47608.0,46828.11
47476.0,46239.785
44262.0,45218.465
43212.0,41500.215
41933.0,41765.934
41190.0,41072.258
41067.0,41679.24
42227.0,42304.098
45402.0,46044.258
53963.99999999999,52064.492
60458.00000000001,61344.53
63263.99999999999,64439.92
64099.0,65112.71
66242.0,66386.1
68025.0,67891.72
67403.0,68242.99
66291.0,66879.14
64977.00000000001,65531.875
64022.0,64183.086
63483.0,63559.52
62836.00000000001,63577.082
62548.0,62894.516
62057.00000000001,62079.45
59500.99999999999,60550.793
57855.0,56740.918
55011.0,54896.086
50690.0,51262.367
47251.0,47444.95
45365.0,44850.453
44262.0,44347.69
44541.0,44170.633
46094.0,45429.812
49125.0,49388.945
56446.0,55142.074
62028.0,62950.816
64713.0,65390.953
65032.0,66084.1
65940.0,66796.8
67277.0,67295.99
66920.0,67498.72
65878.0,66323.766
64474.0,64898.047
63516.0,63646.66
62950.00000000001,63404.996
63026.99999999999,63427.953
62811.00000000001,63375.453
62090.0,61974.375
60184.0,59970.54
58055.00000000001,56957.086
54943.0,54250.37
50002.0,50879.332
47015.00000000001,46632.062
45435.0,45006.582
44447.0,44627.086
45382.0,44500.566
46629.99999999999,47000.805
49387.99999999999,50347.445
56072.0,55419.66
60956.0,62239.234
63466.0,64244.0
64506.0,64954.15
65667.0,66047.19
66608.0,66546.77
65959.0,66475.63
64821.0,65170.824
63222.0,63786.67
61816.0,62304.863
60220.0,61519.63
59928.0,60383.387
59379.0,60630.5
59022.0,59100.484
56952.0,57555.09
54930.00000000001,54105.703
52490.0,51735.832
48448.0,48876.273
45844.0,45383.9
43476.0,43950.58
42008.0,42264.27
41897.0,41410.414
41593.0,42224.805
40840.0,42721.746
40270.0,42274.57
42941.0,41778.668
45952.0,46217.63
47893.99999999999,48375.707
49238.00000000001,48981.418
50719.0,49545.945
50828.00000000001,50902.94
49061.0,50120.164
47205.0,47459.414
46846.0,46302.94
46873.0,47866.914
48082.0,48370.895
48892.00000000001,49571.87
49154.00000000001,49260.69
48403.0,48749.61
47989.0,47164.684
47261.00000000001,46330.86
43675.0,44880.453
40912.0,41008.293
39699.0,39182.9
39060.0,38927.04
38852.0,39283.05
39289.0,39408.656
41492.0,41153.1
47068.0,46246.996
52250.0,53891.656
56079.0,57477.723
56713.0,59426.01
56922.0,59371.715
57924.99999999999,58970.42
58639.99999999999,58979.27
57382.99999999999,58538.504
56167.00000000001,56153.64
54821.0,55122.66
53581.0,54462.883
54222.0,53939.805
54441.0,55324.566
53619.0,54317.137
51818.0,52147.016
50473.0,49694.52
49066.99999999999,47979.676
45458.0,45983.59
42619.0,42425.996
40315.0,40661.027
39210.0,38988.223
38697.0,38827.13
39000.0,38527.043
38987.0,39830.027
41363.0,40250.027
44774.0,45107.41
49027.0,48813.996
51519.0,52290.504
53534.00000000001,53342.633
54804.0,54435.62
54060.00000000001,54918.69
52489.0,53102.7
51632.00000000001,50997.113
50857.0,50743.46
50476.0,50594.965
50390.0,50888.76
50567.99999999999,50901.63
49983.00000000001,50778.945
48219.0,49290.69
46929.0,46787.56
46328.0,45229.848
43376.0,43970.85
40351.0,40608.945
38488.0,38373.87
36763.0,37298.348
36563.0,36022.76
36064.0,36663.21
35443.0,36038.91
36699.0,35819.367
38852.0,39382.316
42803.0,42261.324
45972.0,46323.883
47470.0,48358.273
48974.00000000001,48574.96
48933.00000000001,49512.01
47565.99999999999,48528.973
46584.0,46435.78
45627.0,45880.168
45448.0,45597.316
46695.99999999999,46531.105
47998.0,48388.637
49072.00000000001,48867.246
49057.99999999999,48844.695
48182.0,47842.18
48391.00000000001,46325.184
45697.0,46073.59
43806.0,42623.285
42036.0,41856.91
41219.0,40665.72
40880.0,41416.57
